PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
94,2025-04-30,15:00:40,9,8,"Duley, Daniel",10093882,Left,OAK_GOL,"Leto, Luke",691784,Left,TOL_ROC,Undefined,3,Top,2,3,2,Fastball,Changeup,InPlay,Undefined,Popup,Out,1,0,,84.55452,-0.809054,3.033059,1904.401499,148.957011,11:00,6.18222,-2.42483,5.68014,-23.85371,15.74564,-8.68886,3.4391,-0.31883,77.01932,-5.281046,1.482594,0.452914,77.40953,61.933959,-3.822376,,106.97388,110.89662,-25.62358,151.20383,63.63825,-14.69041,5.585842,5.31713,8.62603,2.1747,50,6.09917,-6.14318,-122.59713,-2.47623,8.06013,25.13924,-19.09798,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,cafe9180-25fd-11f0-81bf-2b8ffec0f5bb,83.22212,126.04629,,7.5352,,,,1.919,2.27992,0.5556,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:00:40,2025-04-30T15:00:40.3863040-05:00,2025-04-30T20:00:40.3863040Z,Popup,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,7d1874f4-4339-4e0b-94a4-0dc90ca37cb3,54.81976,-123.5815,12.56962,6.18149,-1.72842,-9.54899,2.42143,-6.45879,4.03007,168.951743,1.92696,53.14096,-15.60759,3.89681,-0.23134,-0.18966,0.06541,-0.00877,0.00044,2.26572,100.42152,-25.28366,3.37708,-1.02726,0.26878,-0.04332,0.00337,-9.00E-05,0.55338,-3.52545,-3.354,1.43958,-0.38998,0.06558,-0.00469,-0.00018,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
95,2025-04-30,15:02:52,1,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,3,Bottom,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.98522,-2.152642,-4.657338,2287.677461,6.515308,6:15,6.13561,2.01782,4.91556,-53.36338,-6.75477,-0.96933,-0.35446,-2.47642,72.69821,-11.693051,-4.827965,0.491365,,,,,,,,,,,,-1.12973,-2.16394,-1.56136,50,5.88,9.43899,-115.36669,-6.32857,-1.48762,26.05478,-35.02351,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,196f70a0-25fe-11f0-81bf-2b8ffec0f5bb,76.7096,,,7.28702,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:02:52,2025-04-30T15:02:51.9491072-05:00,2025-04-30T20:02:51.9491072Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,66eed268-d72d-4786-b220-30316c018088,55.58462,-116.62112,13.02739,6.1441,-4.64234,-17.51176,-2.01753,9.51061,-0.74381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
96,2025-04-30,15:03:09,1,2,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,3,Bottom,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.67844,-0.708403,-3.424714,2069.176543,225.457806,1:30,6.57249,1.76228,4.5307,-22.60545,16.24867,15.07005,4.01287,-0.247,78.94929,-4.892686,-0.793147,0.448632,,,,,,,,,,,,-8.35004,8.51374,-1.41971,50,6.4782,6.83434,-126.68209,-2.41748,-13.40814,28.74926,-18.50307,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,236b7090-25fe-11f0-81bf-2b8ffec0f5bb,84.01646,,,8.72914,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:03:09,2025-04-30T15:03:08.8867840-05:00,2025-04-30T20:03:08.8867840Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,fcc2106b-8b42-4d0b-8a38-2c86d3a1e8b2,55.96583,-128.02882,14.37463,6.57114,-1.55072,-9.25154,-1.75457,7.46243,-6.70407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
97,2025-04-30,15:03:26,1,3,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,3,Bottom,0,2,0,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,86.77229,-1.985142,-3.274618,2009.217869,222.037147,1:30,6.57574,1.75371,4.54573,-22.70375,17.05143,14.03292,2.79005,-0.19772,78.12895,-6.185516,-0.822206,0.453804,88.56299,51.816295,-24.48166,,,,,,228.67506,,,-7.94343,9.37052,-1.42692,50,6.34862,6.50527,-125.3342,-5.1921,-12.44554,28.88237,-17.49259,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,2d8b2520-25fe-11f0-81bf-2b8ffec0f5bb,83.05886,113.59909,,8.64334,,,,2.40629,2.43236,-0.12982,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:03:26,2025-04-30T15:03:25.6968192-05:00,2025-04-30T20:03:25.6968192Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,45cf20d8-d7da-4c4e-9bf8-4cd11e7fe136,55.95312,-126.69862,14.44118,6.57437,-4.36574,-8.74629,-1.74812,7.09321,-6.22277,162.527794,2.40627,73.08009,-22.9499,6.66841,-1.02151,-0.40607,0.42066,-0.15458,0.02205,2.43238,102.09813,-23.62965,1.94683,-0.52441,0.47115,-0.31505,0.10906,-0.01534,-0.12983,-33.27499,2.73106,-0.21057,0.04526,-0.11238,0.08705,-0.03125,0.00447,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,
98,2025-04-30,15:04:05,2,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Tomlin, Taylor",10111485,Right,OAK_GOL,Undefined,3,Bottom,1,0,0,Fastball,Four-Seam,HitByPitch,Undefined,Undefined,Undefined,0,0,,89.54247,-1.863312,-1.16394,2028.310524,212.927183,1:00,6.54138,1.76128,4.64246,-18.4843,18.74521,11.2219,3.22931,1.59017,80.32986,-5.329539,0.804155,0.439152,,,,,,,,,,,,-5.93307,10.20941,-1.65324,50,6.33505,2.08836,-129.49372,-4.87877,-9.88057,31.89093,-15.17192,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,45012830-25fe-11f0-81bf-2b8ffec0f5bb,85.83002,,,9.21262,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:04:05,2025-04-30T15:04:05.0893824-05:00,2025-04-30T20:04:05.0893824Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,c634d886-bf1e-4425-892f-d83dfd4f6a89,55.8562,-130.92801,15.94546,6.53913,-4.19642,-7.58596,-1.75716,2.53274,-4.94029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
99,2025-04-30,15:04:55,3,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"McGann, Matt",1000252041,Right,OAK_GOL,Undefined,3,Bottom,1,0,0,Fastball,Sinker,HitByPitch,Undefined,Undefined,Undefined,0,0,,88.82343,-2.805313,-1.379835,2045.119223,229.65707,1:45,6.48821,1.78334,4.95038,-22.63442,14.54473,15.5569,1.94827,1.77563,80.4697,-6.987283,1.365784,0.438855,,,,,,,,,,,,-8.28382,8.475,-1.66346,50,6.19787,2.39308,-128.5752,-7.13318,-13.68958,29.84305,-18.16852,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,62a189c0-25fe-11f0-81bf-2b8ffec0f5bb,85.88811,,,8.35373,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:04:55,2025-04-30T15:04:54.8217344-05:00,2025-04-30T20:04:54.8217344Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,cec8caba-9355-44a5-bce6-43eeddff585f,55.55117,-129.85727,14.92153,6.48755,-6.35265,-9.08426,-1.7789,2.98119,-6.84479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
100,2025-04-30,15:05:54,4,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Nigh, Brandon",1000125197,Right,OAK_GOL,Undefined,3,Bottom,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.99123,-3.382616,-3.627506,1975.672418,226.539203,1:30,6.48252,1.82122,4.72366,-21.05651,16.62824,16.03469,1.50788,-0.28929,80.13345,-7.286004,-0.816496,0.441829,,,,,,,,,,,,-8.9904,9.63465,-1.46963,50,6.12225,7.35104,-128.35144,-8.3728,-14.77117,30.30765,-16.34441,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,85b57cf0-25fe-11f0-81bf-2b8ffec0f5bb,85.31006,,,8.85778,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:05:54,2025-04-30T15:05:53.7842688-05:00,2025-04-30T20:05:53.7842688Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,4f625422-013b-4fba-a169-ede299f8cfa7,55.77332,-129.70753,15.15383,6.48052,-7.64148,-8.1722,-1.81333,8.01197,-7.38558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
101,2025-04-30,15:06:15,4,2,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Nigh, Brandon",1000125197,Right,OAK_GOL,Undefined,3,Bottom,1,1,0,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,88.72883,-2.023787,-3.729405,1993.371292,223.739103,1:30,6.43669,1.72938,4.60016,-20.9082,17.0478,14.95922,2.76473,-0.57589,79.86824,-5.905583,-1.114613,0.443416,99.79225,37.582624,10.73365,4934.545025,106.69595,87.5816,26.75699,314.36997,252.75897,19.279505,5.929705,-8.50418,9.36233,-1.3592,50,6.20931,7.62024,-128.10813,-5.31206,-13.93485,29.92273,-16.83306,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,926e04d0-25fe-11f0-81bf-2b8ffec0f5bb,85.00465,122.11228,,8.86059,,,,1.20914,2.91603,0.34221,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:06:15,2025-04-30T15:06:14.9289984-05:00,2025-04-30T20:06:14.9289984Z,FlyBall,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,719a45ed-4bb0-40ef-947f-9c07d839af3a,55.898,-129.47842,14.96137,6.43492,-4.5412,-8.41653,-1.72277,8.25838,-6.96743,194.612407,1.21814,113.79213,-32.45832,8.6515,-1.6038,0.17896,-0.00735,-0.00042,4.00E-05,2.90885,89.38437,-17.83592,-0.07305,0.379,-0.12888,0.02657,-0.00302,0.00014,0.34246,21.60212,0.11658,-0.75075,0.29592,-0.06577,0.00842,-0.00056,1.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
102,2025-04-30,15:06:57,5,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Lauinger, John",1000315105,Right,OAK_GOL,Undefined,3,Bottom,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.56789,-0.405537,-3.243098,2284.845644,39.175674,7:15,6.23598,2.02181,4.55547,-49.42089,-3.19288,-3.6954,1.73095,-1.37632,73.8057,-9.204407,-3.889676,0.489355,,,,,,,,,,,,0.96921,-1.08669,-1.68083,50,6.14687,6.69334,-115.32769,-2.72364,1.31356,20.18446,-33.64682,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,ab6306c0-25fe-11f0-81bf-2b8ffec0f5bb,77.02473,,,5.76219,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:06:57,2025-04-30T15:06:56.8165888-05:00,2025-04-30T20:06:56.8165888Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,95e9e361-592f-4b7d-97b2-6a83f50521e0,55.9472,-116.36391,10.09223,6.24236,-0.99631,-16.82341,-2.02271,6.62591,0.65678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
103,2025-04-30,15:07:16,5,2,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Lauinger, John",1000315105,Right,OAK_GOL,Undefined,3,Bottom,2,0,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.2794,-0.45774,-3.504511,2360.716905,5.74158,6:15,6.16805,1.93452,4.58768,-50.76369,-2.98445,-0.47969,1.50148,-1.44335,71.68121,-9.569998,-3.588499,0.497498,,,,,,,,,,,,-0.95476,-0.80472,-1.57147,50,6.07357,7.03329,-114.50266,-2.8528,-1.24119,25.24175,-33.2202,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,b6c6ad00-25fe-11f0-81bf-2b8ffec0f5bb,75.76404,,,7.59819,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:07:16,2025-04-30T15:07:15.9142400-05:00,2025-04-30T20:07:15.9142400Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,0cbef2e3-e6ce-4597-93d1-4035551783c3,55.91083,-115.79836,12.62088,6.17624,-1.14757,-16.6101,-1.93413,7.097,-0.62059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
104,2025-04-30,15:07:37,5,3,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Lauinger, John",1000315105,Right,OAK_GOL,Undefined,3,Bottom,2,1,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.90077,0.029478,-1.929017,2422.101935,18.28367,6:30,6.18421,1.97149,4.11538,-55.61786,-9.07922,-3.44855,1.57769,-0.1675,74.09767,-9.783411,-2.529269,0.490996,,,,,,,,,,,,1.1535,-3.98083,-1.75224,50,6.12702,4.05913,-115.8753,-2.2389,1.57672,20.56654,-37.61552,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,c33c3870-25fe-11f0-81bf-2b8ffec0f5bb,76.76723,,,5.8031,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:07:37,2025-04-30T15:07:36.9859584-05:00,2025-04-30T20:07:36.9859584Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,c559f923-17ae-4c32-ade3-14dbcdb928d5,56.38822,-117.00364,10.28327,6.19324,-0.1752,-18.80776,-1.97256,3.97262,0.78836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
105,2025-04-30,15:08:00,5,4,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Lauinger, John",1000315105,Right,OAK_GOL,Undefined,3,Bottom,2,1,2,Slider,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,80.72349,1.793733,-0.609964,2400.660405,43.422329,7:30,6.35522,1.84115,4.44266,-60.74188,-14.69788,-15.47198,3.00492,-0.02999,73.09637,-9.053911,-3.318568,0.48838,,,,,,,,,,,,7.25426,-7.15882,-1.76062,50,6.48569,1.95517,-116.84513,1.16787,9.84553,25.77048,-41.8901,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,d0dc8840-25fe-11f0-81bf-2b8ffec0f5bb,77.17851,,,7.62712,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:08:00,2025-04-30T15:07:59.8392832-05:00,2025-04-30T20:07:59.8392832Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,8e00db65-6236-4323-87f2-ae364766522e,56.05944,-118.174,12.88524,6.36977,3.32796,-20.94505,-1.84835,1.44748,4.92277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
106,2025-04-30,15:09:57,1,1,"Duley, Daniel",10093882,Left,OAK_GOL,"Cote, Josh",1000367330,Right,TOL_ROC,Undefined,4,Top,0,0,0,Fastball,Changeup,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,84.55619,-1.498773,3.184986,1771.8892,139.990412,10:45,6.25416,-2.3904,5.68117,-26.76116,13.01489,-9.77666,2.62445,-0.23306,76.86304,-6.487873,1.43977,0.453923,83.7542,29.00728,68.815532,3477.846132,,,,,90.3442,,,5.94118,7.46241,2.12815,50,6.11107,-6.41674,-122.50364,-4.06804,8.95722,25.98198,-20.92339,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,16c12410-25ff-11f0-81bf-2b8ffec0f5bb,83.03708,47.07345,,7.69315,,,,0.82137,3.05728,-0.5674,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:09:57,2025-04-30T15:09:57.0140160-05:00,2025-04-30T20:09:57.0140160Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,c7e781c5-47fd-4bdc-9b8e-6655135978e7,54.81811,-123.52129,12.99099,6.25435,-3.24852,-10.4617,2.38635,-6.76757,4.47861,,0.82137,38.82222,-16.10856,4.80891,-1.20155,0.28215,-0.06502,0.01247,-0.00107,3.05728,59.56732,-15.66849,-0.21117,0.46231,-0.1928,0.05852,-0.01266,0.00149,-0.5674,100.17018,-17.15234,4.40825,-0.95301,0.19229,-0.03899,0.00635,-0.00017,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
107,2025-04-30,15:10:15,1,2,"Duley, Daniel",10093882,Left,OAK_GOL,"Cote, Josh",1000367330,Right,TOL_ROC,Undefined,4,Top,0,0,1,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,85.8814,-2.338802,3.474275,2015.684145,143.22368,10:45,6.40186,-2.32421,5.53541,-22.01324,16.95843,-11.62729,2.37604,-0.04165,77.72379,-6.473808,1.405597,0.44931,65.26929,33.628907,148.191331,3293.743567,,,,,28.7211,,,6.9641,9.70115,2.03034,50,6.18416,-7.0478,-124.24443,-5.77676,10.76217,27.53136,-17.18215,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,21ae61d0-25ff-11f0-81bf-2b8ffec0f5bb,83.88967,18.48156,,8.15761,,,,1.43423,2.30085,0.06294,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:10:15,2025-04-30T15:10:15.3321984-05:00,2025-04-30T20:10:15.3321984Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,1d5436da-237b-4ce5-b7d4-74520dac15dd,54.96314,-125.33939,13.76568,6.40032,-5.0934,-8.59107,2.31915,-7.47582,5.38109,330.625199,1.43768,-67.85787,2.98241,,,,,,,2.31285,52.59978,-28.15862,,,,,,,0.06723,41.86426,-7.77543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
108,2025-04-30,15:10:33,1,3,"Duley, Daniel",10093882,Left,OAK_GOL,"Cote, Josh",1000367330,Right,TOL_ROC,Undefined,4,Top,0,0,2,Fastball,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,86.31508,-1.11124,3.74029,1715.411528,152.859224,11:00,6.43357,-2.38355,5.63138,-20.96745,17.6882,-8.32461,3.64709,0.41759,77.52472,-5.08987,2.258285,0.447484,,,,,,,,,,,,5.39961,9.71406,2.07001,50,6.3257,-7.79375,-124.80813,-3.05587,8.37296,29.08333,-17.11085,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,2c4da6a0-25ff-11f0-81bf-2b8ffec0f5bb,84.23186,,,8.79036,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:10:33,2025-04-30T15:10:33.2850000-05:00,2025-04-30T20:10:33.2850000Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,a1fb7d9a-e8e1-4c30-b09b-3e26b3fb6ae6,54.86373,-125.93639,14.54166,6.43137,-2.39207,-8.55543,2.37866,-8.11857,4.18648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.82201,2.821692,1.430579,1.391113,-1.77177,3.35492,-0.54086,-2.91044,5.64001,1.25549,69.76492,9.70234,-55.0394,-2.87168,55.71863,-2.51873,5.75149,24.10136,-15.28103,1.14275,-46.18998,4.17109,High,High,High,,,High,High,High
109,2025-04-30,15:11:07,2,1,"Duley, Daniel",10093882,Left,OAK_GOL,"Gravelle, Cam",1000367327,Left,TOL_ROC,Undefined,4,Top,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.03527,0.119503,2.693659,1746.707218,153.406431,11:00,6.48356,-1.94475,5.58766,-24.09194,17.43304,-7.99067,4.58761,-0.09341,74.93766,-4.425507,1.270056,0.463795,,,,,,,,,,,,4.84839,9.19182,1.71845,50,6.47849,-5.32191,-120.26958,-0.47559,7.01914,25.8492,-18.86674,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,4027e550-25ff-11f0-81bf-2b8ffec0f5bb,81.2696,,,8.0976,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:11:07,2025-04-30T15:11:06.6144768-05:00,2025-04-30T20:11:06.6144768Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,0b198d27-0bfe-4470-b483-c2ce46ed7ad2,54.90829,-121.31992,12.9246,6.48224,0.29103,-9.43337,1.9405,-5.60712,3.50957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
110,2025-04-30,15:11:21,2,2,"Duley, Daniel",10093882,Left,OAK_GOL,"Gravelle, Cam",1000367327,Left,TOL_ROC,Undefined,4,Top,1,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.80295,-3.496394,4.487168,1967.309783,153.954879,11:15,6.38219,-2.33927,5.53,-20.1095,19.95812,-9.05205,1.42376,1.1097,76.95965,-7.280768,2.880666,0.455584,,,,,,,,,,,,5.88591,11.52863,1.95465,50,6.06402,-9.21615,-122.40097,-8.09696,8.85773,25.97094,-14.82456,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,48e68340-25ff-11f0-81bf-2b8ffec0f5bb,82.73441,,,7.8433,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,20:11:21,2025-04-30T15:11:21.2927488-05:00,2025-04-30T20:11:21.2927488Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,79c693cb-beee-49df-99c6-b5d5df76b1fc,54.9666,-123.45028,12.98547,6.37906,-7.498,-7.41228,2.33424,-9.57403,4.42886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
